name,city,cuisine,rating,review_text,review_date,lat,lon,zone,num_reviews,price_range,delivery_time,menu_item_popularity
Burger Town,Jaipur,Japanese,5.0,"Loved it, definitely coming back!",2023-10-30,26.926837693189693,75.80555472609163,Zone A,2980,₹1200+,34,77
Pasta Point,Jaipur,Mexican,5.0,"Highly recommended, worth the price.",2023-07-07,26.90016468591737,75.80406331743328,Zone A,3342,₹400-₹700,35,48
Burger Town,Pune,Chinese,4.3,Amazing food and great service!,2024-01-24,18.536041707473075,73.86252127113444,Zone C,4133,₹200-₹400,69,17
Cafe Bliss,Jaipur,Fast Food,3.1,"Average place, food was fine.",2024-12-30,26.929193499174616,75.7758070065117,Zone C,1873,₹1200+,31,50
Taco Fiesta,Bangalore,Fast Food,3.5,"It was okay, nothing special.",2023-09-20,12.955769768571711,77.60877641212025,Zone C,1545,₹1200+,34,39
Curry Corner,Kolkata,Indian,4.1,Fantastic taste and super friendly staff.,2024-06-09,22.569875028367587,88.34944698071223,Zone C,1988,₹200-₹400,23,35
Sushi Bay,Bangalore,Cafe,5.0,Amazing food and great service!,2024-06-04,12.957831839802475,77.59994375501118,Zone A,2965,₹1200+,49,18
Pasta Point,Pune,Chinese,4.4,"Loved it, definitely coming back!",2023-06-14,18.515991687500915,73.84193400070758,Zone A,4774,₹400-₹700,23,67
Burger Town,Pune,Mediterranean,5.0,Amazing food and great service!,2023-07-28,18.5183192451996,73.85721554613544,Zone B,3497,₹200-₹400,47,49
Royal Biryani,Hyderabad,Indian,4.8,"Highly recommended, worth the price.",2023-07-29,17.37970262893106,78.49784186309573,Zone C,2995,₹200-₹400,67,4
Grill House,Hyderabad,Indian,4.2,Amazing food and great service!,2024-04-22,17.38800521313525,78.4789255678415,Zone C,4366,₹700-₹1200,51,46
Pizza Hub,Bangalore,Cafe,4.2,"Highly recommended, worth the price.",2024-02-27,12.979013230083739,77.60618945914008,Zone B,3576,₹1200+,57,61
Burger Town,Mumbai,Chinese,4.1,Amazing food and great service!,2024-09-15,19.091705497498392,72.88905170291495,Zone B,931,₹1200+,57,2
Grill House,Mumbai,Mediterranean,4.3,"Highly recommended, worth the price.",2024-04-29,19.08377339328831,72.89256757255099,Zone B,3800,₹1200+,20,61
Sushi Bay,Kolkata,Cafe,4.1,"Loved it, definitely coming back!",2023-08-21,22.579165238266054,88.37975404561529,Zone A,187,₹200-₹400,58,50
Curry Corner,Kolkata,Mediterranean,4.9,Amazing food and great service!,2024-06-15,22.57665036409186,88.37789129420857,Zone C,1367,₹700-₹1200,47,93
Cafe Bliss,Mumbai,Cafe,4.8,"Loved it, definitely coming back!",2023-11-20,19.094949763073398,72.88769774181084,Zone B,724,₹200-₹400,22,13
Taco Fiesta,Pune,Cafe,4.5,"Highly recommended, worth the price.",2023-08-02,18.50461250877672,73.84840343770648,Zone A,4114,₹400-₹700,73,39
Cafe Bliss,Delhi,Chinese,3.1,Just an ordinary meal.,2024-02-01,28.61372667624365,77.21372107016569,Zone B,2739,₹200-₹400,39,53
Cafe Bliss,Chennai,Japanese,4.6,Amazing food and great service!,2024-12-11,13.09606623975343,80.28961716190922,Zone A,4551,₹1200+,71,5
Burger Town,Bangalore,Cafe,3.3,"Neutral taste, ambience was normal.",2023-08-07,12.95541369570461,77.58064275100797,Zone C,4091,₹700-₹1200,43,12
Pasta Point,Jaipur,Mexican,4.8,Amazing food and great service!,2023-05-31,26.905055433224813,75.78089450227726,Zone B,2549,₹200-₹400,55,28
Pizza Hub,Mumbai,Chinese,5.0,"Highly recommended, worth the price.",2024-10-27,19.058780155742298,72.86116488701397,Zone A,4901,₹200-₹400,51,57
Royal Biryani,Jaipur,Cafe,5.0,Fantastic taste and super friendly staff.,2024-06-16,26.90812363958247,75.79415435500385,Zone A,745,₹400-₹700,61,70
Curry Corner,Pune,Mexican,4.1,"Highly recommended, worth the price.",2023-08-18,18.528571314971334,73.8447377088214,Zone A,4730,₹400-₹700,66,13
Cafe Bliss,Chennai,Cafe,4.1,"Loved it, definitely coming back!",2023-07-12,13.07080373820333,80.27696723715552,Zone B,1777,₹200-₹400,74,30
Spice Villa,Jaipur,Mediterranean,4.5,Fantastic taste and super friendly staff.,2023-09-13,26.89486726419907,75.77084450913873,Zone B,3307,₹400-₹700,70,84
Royal Biryani,Jaipur,Italian,4.3,Amazing food and great service!,2024-04-19,26.919401910713,75.80053217935168,Zone B,2496,₹400-₹700,34,24
Taco Fiesta,Kolkata,Italian,2.6,"Decent experience, could be better.",2023-09-10,22.57135647608196,88.35297357944097,Zone C,4380,₹400-₹700,56,69
Grill House,Delhi,Indian,5.0,"Highly recommended, worth the price.",2023-09-25,28.63022252504976,77.20806654179944,Zone A,3876,₹400-₹700,41,53
Taco Fiesta,Hyderabad,Mexican,4.6,Fantastic taste and super friendly staff.,2023-07-09,17.365815557673514,78.48625181602976,Zone B,2021,₹700-₹1200,51,60
Cafe Bliss,Pune,Italian,4.3,"Loved it, definitely coming back!",2024-11-12,18.511966235387074,73.83840731018913,Zone B,3091,₹200-₹400,32,87
Curry Corner,Hyderabad,Mexican,3.4,Just an ordinary meal.,2023-11-05,17.385562108833714,78.47373843527963,Zone B,2064,₹700-₹1200,68,35
Sushi Bay,Jaipur,Mediterranean,4.0,Delicious and fresh meals every time.,2024-09-04,26.901667237414586,75.78537364943783,Zone B,628,₹200-₹400,48,32
Burger Town,Pune,Mexican,5.0,"Loved it, definitely coming back!",2023-05-06,18.53510300517679,73.85175456553522,Zone A,858,₹400-₹700,46,1
Pizza Hub,Delhi,Japanese,3.0,"Neutral taste, ambience was normal.",2023-04-19,28.598363135466826,77.20488938399544,Zone C,3412,₹200-₹400,30,98
Pasta Point,Chennai,Japanese,4.2,"Loved it, definitely coming back!",2024-02-09,13.096463596937149,80.28093600471895,Zone B,1976,₹1200+,43,28
Pasta Point,Mumbai,Cafe,2.6,"Neutral taste, ambience was normal.",2023-04-01,19.095976847196557,72.8624519229056,Zone C,3425,₹700-₹1200,22,47
Burger Town,Pune,Italian,3.6,"Neutral taste, ambience was normal.",2023-07-18,18.533163877971838,73.85588672648637,Zone B,4954,₹400-₹700,29,29
Spice Villa,Jaipur,Mediterranean,5.0,"Loved it, definitely coming back!",2024-12-12,26.904511866918757,75.79675289119722,Zone B,1956,₹700-₹1200,64,51
Grill House,Chennai,Mexican,4.7,Delicious and fresh meals every time.,2024-05-29,13.097082700542616,80.26054477241087,Zone B,4689,₹1200+,54,81
Pasta Point,Pune,Chinese,4.5,Fantastic taste and super friendly staff.,2023-12-29,18.529938655929783,73.87146401075971,Zone C,3150,₹200-₹400,69,83
Taco Fiesta,Hyderabad,Fast Food,3.6,Just an ordinary meal.,2023-10-07,17.388543876062194,78.4995812172095,Zone C,4292,₹1200+,54,98
Spice Villa,Jaipur,Mexican,5.0,Delicious and fresh meals every time.,2024-09-20,26.917956771831975,75.80592894539838,Zone A,120,₹200-₹400,31,94
Spice Villa,Delhi,Cafe,3.0,Just an ordinary meal.,2023-08-01,28.597043869536144,77.20852208682152,Zone C,285,₹400-₹700,58,31
Burger Town,Pune,Fast Food,5.0,Fantastic taste and super friendly staff.,2024-03-16,18.513748608310117,73.8427937021109,Zone A,2773,₹1200+,39,100
Cafe Bliss,Kolkata,Italian,3.2,"Average place, food was fine.",2023-04-17,22.568366284057845,88.35343016542046,Zone C,2376,₹1200+,30,56
Pasta Point,Chennai,Fast Food,3.9,"Neutral taste, ambience was normal.",2023-05-21,13.064790255589433,80.26226863159613,Zone C,3379,₹1200+,36,84
Taco Fiesta,Jaipur,Indian,4.0,"Loved it, definitely coming back!",2024-04-28,26.9239424512889,75.80234274639474,Zone C,3689,₹400-₹700,29,11
Spice Villa,Kolkata,Cafe,3.6,Just an ordinary meal.,2024-02-06,22.56861121681097,88.37394444515677,Zone C,3894,₹200-₹400,55,88
Spice Villa,Chennai,Italian,2.8,Just an ordinary meal.,2024-09-17,13.083849056466848,80.28371385863362,Zone C,67,₹400-₹700,20,8
Pizza Hub,Jaipur,Italian,5.0,"Highly recommended, worth the price.",2024-01-18,26.905283095239366,75.80496462221954,Zone A,4053,₹1200+,55,93
Taco Fiesta,Hyderabad,Mexican,4.3,Fantastic taste and super friendly staff.,2024-02-19,17.38956871164005,78.47738196707908,Zone A,507,₹200-₹400,75,52
Burger Town,Kolkata,Fast Food,5.0,Delicious and fresh meals every time.,2023-06-22,22.553637667161052,88.34944123512992,Zone A,4249,₹700-₹1200,42,56
Sushi Bay,Jaipur,Chinese,5.0,"Loved it, definitely coming back!",2024-03-31,26.896561022008807,75.79089858474912,Zone B,288,₹1200+,22,80
Cafe Bliss,Jaipur,Italian,4.5,"Loved it, definitely coming back!",2024-08-07,26.89547195104569,75.77219071731703,Zone A,343,₹700-₹1200,33,69
Royal Biryani,Delhi,Fast Food,4.4,"Highly recommended, worth the price.",2024-02-21,28.629606702496538,77.20598139000504,Zone B,4431,₹200-₹400,32,74
Grill House,Pune,Fast Food,5.0,"Highly recommended, worth the price.",2023-07-09,18.517323018877157,73.84359407188914,Zone A,2173,₹700-₹1200,74,12
Cafe Bliss,Bangalore,Fast Food,4.9,"Highly recommended, worth the price.",2024-12-18,12.97018776311859,77.58247623337029,Zone B,3365,₹700-₹1200,64,43
Grill House,Bangalore,Indian,3.1,Just an ordinary meal.,2023-05-31,12.987935232340629,77.61274495240283,Zone B,2658,₹1200+,28,76
Grill House,Chennai,Indian,5.0,"Loved it, definitely coming back!",2023-02-26,13.09985299448934,80.2729438817808,Zone B,4069,₹400-₹700,56,54
Spice Villa,Bangalore,Japanese,2.6,Just an ordinary meal.,2024-04-11,12.962745038396376,77.5773962187235,Zone C,4574,₹400-₹700,38,35
Sushi Bay,Pune,Chinese,3.6,"It was okay, nothing special.",2023-10-17,18.507987151150356,73.83698012843979,Zone C,3337,₹1200+,67,4
Pizza Hub,Pune,Chinese,3.2,"It was okay, nothing special.",2024-12-18,18.526881952410793,73.87295130912808,Zone C,676,₹200-₹400,64,52
Cafe Bliss,Pune,Italian,2.2,Extremely disappointing experience.,2024-06-02,18.521683282780884,73.86152858618091,Zone C,4747,₹700-₹1200,40,37
Curry Corner,Bangalore,Italian,5.0,Amazing food and great service!,2023-10-02,12.97888602485461,77.5783477817026,Zone A,1915,₹1200+,25,43
Sushi Bay,Mumbai,Indian,3.7,Just an ordinary meal.,2024-08-09,19.06548299847647,72.87588411619643,Zone B,3254,₹1200+,75,25
Royal Biryani,Pune,Italian,4.6,Delicious and fresh meals every time.,2024-06-28,18.51459896606766,73.86558867209973,Zone B,1122,₹200-₹400,32,66
Pizza Hub,Mumbai,Fast Food,4.2,"Loved it, definitely coming back!",2024-11-29,19.0673107978326,72.88393213678458,Zone A,1836,₹400-₹700,26,44
Spice Villa,Bangalore,Italian,5.0,"Loved it, definitely coming back!",2023-07-13,12.979058582416549,77.59417715875693,Zone A,1495,₹200-₹400,72,75
Cafe Bliss,Kolkata,Japanese,5.0,"Loved it, definitely coming back!",2023-06-24,22.55466602988484,88.362282161213,Zone A,4978,₹200-₹400,23,6
Grill House,Mumbai,Cafe,5.0,"Loved it, definitely coming back!",2023-10-01,19.069973006826594,72.8973507649198,Zone A,4167,₹400-₹700,62,4
Cafe Bliss,Bangalore,Chinese,5.0,Delicious and fresh meals every time.,2024-03-09,12.954477387710146,77.58297352183565,Zone A,815,₹400-₹700,36,13
Sushi Bay,Bangalore,Mexican,4.6,"Highly recommended, worth the price.",2024-07-02,12.984114959643438,77.59009259308536,Zone A,2170,₹1200+,57,52
Burger Town,Jaipur,Chinese,5.0,Fantastic taste and super friendly staff.,2023-12-14,26.914509533415433,75.78839873790852,Zone B,1529,₹200-₹400,43,56
Grill House,Kolkata,Chinese,5.0,Fantastic taste and super friendly staff.,2024-12-01,22.563739055775333,88.36217497905092,Zone A,2163,₹1200+,51,84
Sushi Bay,Mumbai,Fast Food,4.2,"Loved it, definitely coming back!",2023-09-30,19.064258045502264,72.89176099168544,Zone C,1506,₹400-₹700,73,50
Royal Biryani,Kolkata,Fast Food,4.8,Fantastic taste and super friendly staff.,2024-08-10,22.58135853860757,88.3708996368921,Zone B,950,₹700-₹1200,28,25
Pasta Point,Mumbai,Mexican,5.0,"Highly recommended, worth the price.",2024-10-25,19.07074214152691,72.89732940023075,Zone A,890,₹200-₹400,30,40
Cafe Bliss,Bangalore,Japanese,5.0,Fantastic taste and super friendly staff.,2023-08-11,12.976092525874893,77.58292696258606,Zone A,1627,₹400-₹700,24,55
Pasta Point,Delhi,Indian,5.0,"Highly recommended, worth the price.",2024-02-05,28.607655121514224,77.20992416747457,Zone A,3000,₹200-₹400,54,16
Taco Fiesta,Kolkata,Fast Food,4.4,"Highly recommended, worth the price.",2024-11-29,22.55354747294799,88.36968548948222,Zone B,181,₹1200+,67,84
Taco Fiesta,Mumbai,Cafe,4.7,Amazing food and great service!,2024-04-04,19.07759623167697,72.8818792023401,Zone A,2792,₹1200+,54,22
Curry Corner,Mumbai,Fast Food,2.8,"Average place, food was fine.",2023-01-08,19.06854813111181,72.86854913198759,Zone C,1740,₹200-₹400,37,86
Curry Corner,Delhi,Fast Food,3.6,Just an ordinary meal.,2024-04-09,28.62897956445825,77.22120464034136,Zone C,4515,₹700-₹1200,63,94
Pasta Point,Bangalore,Mediterranean,2.7,"Neutral taste, ambience was normal.",2023-11-25,12.99060878769659,77.6117592465585,Zone B,4479,₹400-₹700,57,1
Pasta Point,Delhi,Mexican,3.0,"Average place, food was fine.",2024-03-15,28.631309969938314,77.19954462817633,Zone C,4105,₹200-₹400,67,42
Curry Corner,Hyderabad,Cafe,3.3,"Neutral taste, ambience was normal.",2023-07-12,17.384120348620154,78.47757688038803,Zone C,718,₹1200+,63,10
Pizza Hub,Pune,Italian,5.0,Delicious and fresh meals every time.,2023-01-08,18.535999747746114,73.85210538066165,Zone A,841,₹1200+,71,38
Burger Town,Kolkata,Mexican,5.0,"Highly recommended, worth the price.",2024-11-10,22.554686006705296,88.35035378163673,Zone A,2969,₹700-₹1200,39,55
Grill House,Delhi,Indian,3.7,"Decent experience, could be better.",2024-01-01,28.603468684429213,77.21207859687885,Zone B,4552,₹700-₹1200,70,11
Burger Town,Pune,Fast Food,5.0,"Highly recommended, worth the price.",2023-08-05,18.522354791458884,73.85383722742385,Zone A,865,₹200-₹400,40,19
Royal Biryani,Hyderabad,Mediterranean,5.0,Fantastic taste and super friendly staff.,2024-09-30,17.370290537626154,78.48313134754254,Zone B,1791,₹400-₹700,70,24
Spice Villa,Hyderabad,Fast Food,3.0,"Average place, food was fine.",2023-08-14,17.396804881888087,78.49120567058198,Zone C,1419,₹400-₹700,50,40
Cafe Bliss,Mumbai,Mediterranean,2.9,"Average place, food was fine.",2023-08-25,19.064635339053428,72.89307899679292,Zone C,847,₹400-₹700,67,97
Royal Biryani,Pune,Mexican,3.1,"Decent experience, could be better.",2023-12-23,18.50984619482012,73.86045696423363,Zone C,2142,₹400-₹700,51,88
Taco Fiesta,Chennai,Indian,4.0,Fantastic taste and super friendly staff.,2023-06-16,13.09675124838861,80.27475871497549,Zone C,3443,₹200-₹400,34,91
Spice Villa,Bangalore,Indian,5.0,"Loved it, definitely coming back!",2024-06-11,12.969623723964528,77.5902702375483,Zone A,4492,₹1200+,64,89
Pizza Hub,Mumbai,Chinese,4.1,Delicious and fresh meals every time.,2023-09-01,19.05778132059185,72.88586755674773,Zone C,1242,₹200-₹400,42,6
Grill House,Bangalore,Chinese,5.0,Fantastic taste and super friendly staff.,2024-06-29,12.983784593393201,77.60049143907754,Zone A,4022,₹400-₹700,53,6
Taco Fiesta,Kolkata,Indian,3.7,"Average place, food was fine.",2023-12-02,22.56330750273836,88.36130758997386,Zone C,4760,₹1200+,62,60
Grill House,Chennai,Mediterranean,3.1,Just an ordinary meal.,2023-12-09,13.080284153690544,80.25160978994738,Zone C,3237,₹700-₹1200,30,59
Curry Corner,Chennai,Cafe,3.3,"Average place, food was fine.",2024-05-10,13.100568287387338,80.25466729110737,Zone C,2933,₹1200+,43,85
Pasta Point,Chennai,Mediterranean,5.0,Amazing food and great service!,2023-09-17,13.090837438795837,80.27772417510306,Zone A,4093,₹1200+,29,1
Curry Corner,Pune,Chinese,5.0,Fantastic taste and super friendly staff.,2024-01-26,18.51657051667812,73.85599090556137,Zone A,4541,₹1200+,75,47
Grill House,Pune,Japanese,2.9,Just an ordinary meal.,2024-09-08,18.511283247200844,73.8632942470359,Zone C,4938,₹200-₹400,72,5
Grill House,Jaipur,Mexican,5.0,"Highly recommended, worth the price.",2024-05-11,26.917437233609945,75.80027724768034,Zone B,1007,₹400-₹700,60,8
Royal Biryani,Pune,Italian,4.8,Amazing food and great service!,2023-11-30,18.53728771546783,73.8435082526446,Zone A,1584,₹400-₹700,64,86
Pizza Hub,Bangalore,Chinese,4.5,"Loved it, definitely coming back!",2023-10-25,12.983294310872338,77.61147758824657,Zone C,3827,₹1200+,59,46
Spice Villa,Jaipur,Fast Food,5.0,Amazing food and great service!,2023-07-26,26.919879644927217,75.77589059029629,Zone A,260,₹200-₹400,36,2
Spice Villa,Pune,Chinese,2.9,"Average place, food was fine.",2023-06-19,18.502168877363314,73.87619762479426,Zone C,1576,₹700-₹1200,25,95
Pasta Point,Mumbai,Cafe,5.0,"Loved it, definitely coming back!",2024-09-28,19.060608089674496,72.89234570672694,Zone A,3508,₹700-₹1200,64,97
Taco Fiesta,Jaipur,Japanese,5.0,Fantastic taste and super friendly staff.,2023-06-29,26.92952453766591,75.80651381843337,Zone A,2025,₹400-₹700,47,10
Royal Biryani,Jaipur,Mexican,5.0,Amazing food and great service!,2024-05-08,26.912350174146994,75.78597889141929,Zone A,4339,₹200-₹400,54,97
Pizza Hub,Kolkata,Fast Food,4.9,Delicious and fresh meals every time.,2024-07-25,22.574391166909525,88.35761549207086,Zone A,4006,₹400-₹700,32,58
Sushi Bay,Kolkata,Cafe,4.8,Amazing food and great service!,2024-03-26,22.580632897308536,88.36216081735267,Zone B,3276,₹1200+,60,72
Pasta Point,Bangalore,Fast Food,3.5,Just an ordinary meal.,2023-01-14,12.980319239382405,77.6020237575479,Zone C,547,₹200-₹400,24,38
Cafe Bliss,Mumbai,Cafe,3.9,"Decent experience, could be better.",2023-05-27,19.088739674355,72.89030459068454,Zone B,2860,₹1200+,25,47
Taco Fiesta,Kolkata,Indian,5.0,Fantastic taste and super friendly staff.,2023-08-02,22.588946193138153,88.34879682945893,Zone A,1946,₹200-₹400,26,5
Pasta Point,Jaipur,Chinese,4.0,Fantastic taste and super friendly staff.,2023-10-12,26.92463788672999,75.78937536633669,Zone B,2754,₹700-₹1200,57,6
Spice Villa,Kolkata,Italian,4.1,Amazing food and great service!,2024-12-25,22.560707914360986,88.35123183073563,Zone B,3051,₹200-₹400,26,31
Burger Town,Pune,Mediterranean,4.8,Delicious and fresh meals every time.,2023-02-21,18.514084368036567,73.84856871184562,Zone B,3882,₹700-₹1200,47,13
Burger Town,Jaipur,Mexican,3.3,"It was okay, nothing special.",2023-12-31,26.90866442531266,75.79515968009686,Zone C,3769,₹200-₹400,21,52
Grill House,Pune,Mediterranean,4.4,Delicious and fresh meals every time.,2023-05-20,18.519226155350598,73.86337167609155,Zone B,1369,₹400-₹700,37,66
Royal Biryani,Delhi,Fast Food,5.0,Fantastic taste and super friendly staff.,2024-04-07,28.62057568486171,77.19856913454537,Zone B,2601,₹200-₹400,44,66
Burger Town,Hyderabad,Cafe,5.0,Fantastic taste and super friendly staff.,2023-07-25,17.39569925199318,78.4769028087713,Zone B,1118,₹200-₹400,21,92
Burger Town,Jaipur,Italian,4.2,"Highly recommended, worth the price.",2023-09-07,26.898516831145177,75.79568887196814,Zone B,3900,₹1200+,30,100
Grill House,Hyderabad,Italian,3.8,"Average place, food was fine.",2024-08-17,17.375040595063666,78.49374104399286,Zone C,2343,₹400-₹700,69,64
Cafe Bliss,Jaipur,Mexican,5.0,"Loved it, definitely coming back!",2024-10-01,26.907402008259872,75.80668020029334,Zone B,2290,₹200-₹400,43,45
Curry Corner,Kolkata,Cafe,3.5,Just an ordinary meal.,2024-06-24,22.592319037303266,88.38007789702372,Zone B,3578,₹700-₹1200,25,68
Pasta Point,Bangalore,Cafe,4.7,Delicious and fresh meals every time.,2024-08-10,12.9749116548079,77.58041860673073,Zone A,2302,₹1200+,69,59
Grill House,Jaipur,Mediterranean,5.0,Fantastic taste and super friendly staff.,2024-06-29,26.92137139674115,75.7726799537663,Zone A,3413,₹200-₹400,61,6
Grill House,Bangalore,Mediterranean,5.0,Fantastic taste and super friendly staff.,2024-12-15,12.952769955174226,77.58815994095214,Zone A,3612,₹400-₹700,56,75
Spice Villa,Jaipur,Italian,3.9,"Neutral taste, ambience was normal.",2024-02-08,26.899283244594546,75.7682091134519,Zone C,263,₹1200+,40,73
Taco Fiesta,Hyderabad,Mexican,3.1,"Decent experience, could be better.",2023-08-06,17.391300265125768,78.47227418197086,Zone C,2548,₹1200+,27,22
Taco Fiesta,Hyderabad,Mediterranean,3.0,"Decent experience, could be better.",2023-07-01,17.38185096307459,78.49480325067726,Zone B,385,₹400-₹700,20,49
Sushi Bay,Jaipur,Fast Food,4.8,"Highly recommended, worth the price.",2023-04-08,26.91420115158131,75.7844457958022,Zone B,4734,₹1200+,69,86
Spice Villa,Mumbai,Japanese,2.7,Just an ordinary meal.,2023-11-04,19.07044056386706,72.89006690341215,Zone C,2964,₹400-₹700,22,66
Sushi Bay,Bangalore,Japanese,2.8,"Decent experience, could be better.",2023-12-30,12.98608710219301,77.58021325375904,Zone C,3344,₹1200+,42,50
Pasta Point,Mumbai,Chinese,4.7,"Loved it, definitely coming back!",2023-09-09,19.090349051000462,72.86962192731556,Zone B,1562,₹200-₹400,42,12
Pizza Hub,Hyderabad,Italian,4.2,Amazing food and great service!,2023-12-09,17.368979978535165,78.47101641935909,Zone A,2006,₹1200+,33,58
Taco Fiesta,Hyderabad,Mexican,3.5,"Neutral taste, ambience was normal.",2024-02-08,17.401168391295826,78.47992524291588,Zone B,4636,₹700-₹1200,57,26
Pasta Point,Jaipur,Chinese,3.9,"Neutral taste, ambience was normal.",2024-04-25,26.915955730151055,75.78916029845807,Zone B,2518,₹700-₹1200,49,53
Cafe Bliss,Jaipur,Mexican,5.0,"Loved it, definitely coming back!",2024-06-12,26.916114598543285,75.78957394120691,Zone B,2465,₹200-₹400,52,79
Taco Fiesta,Jaipur,Mexican,2.3,Food was cold and tasteless.,2024-02-07,26.909440079837672,75.77956977183719,Zone C,2323,₹400-₹700,72,77
Curry Corner,Pune,Italian,3.4,"Average place, food was fine.",2024-05-18,18.531514024803595,73.84497360227753,Zone C,1545,₹200-₹400,73,54
Curry Corner,Chennai,Indian,3.9,"It was okay, nothing special.",2024-04-26,13.08963254390651,80.26629664078423,Zone B,1316,₹200-₹400,55,21
Grill House,Pune,Indian,3.5,"Decent experience, could be better.",2024-12-21,18.52003602491546,73.84942583925846,Zone C,3868,₹400-₹700,58,47
Taco Fiesta,Mumbai,Mexican,3.5,"Neutral taste, ambience was normal.",2024-06-19,19.0573695086426,72.87826456328533,Zone C,1882,₹400-₹700,28,64
Taco Fiesta,Chennai,Italian,3.0,"It was okay, nothing special.",2023-01-21,13.094447995605133,80.28086138960123,Zone C,2920,₹700-₹1200,75,61
Pasta Point,Jaipur,Mexican,5.0,"Loved it, definitely coming back!",2024-07-28,26.91980532932779,75.79730587036458,Zone A,1187,₹400-₹700,39,33
Burger Town,Pune,Chinese,4.2,Delicious and fresh meals every time.,2023-01-17,18.51868189475205,73.8490181895795,Zone A,2315,₹700-₹1200,60,7
Curry Corner,Chennai,Indian,3.3,"Neutral taste, ambience was normal.",2024-05-15,13.091001535781693,80.28150770851471,Zone C,1129,₹200-₹400,55,13
Curry Corner,Kolkata,Mediterranean,5.0,Fantastic taste and super friendly staff.,2024-02-15,22.586730932033277,88.3469870987481,Zone A,3145,₹400-₹700,24,70
Spice Villa,Hyderabad,Cafe,2.5,"Neutral taste, ambience was normal.",2024-04-06,17.399361445403418,78.49645012758344,Zone C,4252,₹1200+,33,23
Pizza Hub,Pune,Chinese,4.0,Delicious and fresh meals every time.,2023-11-29,18.507448878945844,73.86251416122647,Zone B,4573,₹200-₹400,39,73
Taco Fiesta,Kolkata,Chinese,5.0,Amazing food and great service!,2023-08-11,22.584073868850172,88.3661736269631,Zone A,2925,₹1200+,75,9
Curry Corner,Bangalore,Fast Food,4.2,"Highly recommended, worth the price.",2024-09-26,12.978100194993026,77.5904692482306,Zone B,3994,₹400-₹700,75,100
Pasta Point,Bangalore,Japanese,5.0,"Highly recommended, worth the price.",2023-03-21,12.974034694858604,77.58831503008186,Zone B,4757,₹700-₹1200,50,84
Cafe Bliss,Delhi,Japanese,3.9,"It was okay, nothing special.",2024-04-25,28.632359276443395,77.19245971564764,Zone B,1832,₹400-₹700,75,31
Cafe Bliss,Delhi,Fast Food,2.6,Just an ordinary meal.,2023-03-28,28.62955696362709,77.20486316161394,Zone C,1801,₹700-₹1200,24,51
Cafe Bliss,Kolkata,Indian,4.3,Fantastic taste and super friendly staff.,2023-03-20,22.5822202224205,88.36531281022715,Zone A,935,₹200-₹400,20,48
Pasta Point,Chennai,Indian,5.0,"Loved it, definitely coming back!",2023-02-22,13.068018789372264,80.28305510876024,Zone A,4988,₹1200+,37,84
Curry Corner,Jaipur,Cafe,4.7,Fantastic taste and super friendly staff.,2023-12-16,26.922443423053483,75.77191281615984,Zone B,3287,₹200-₹400,42,11
Taco Fiesta,Pune,Italian,4.8,"Highly recommended, worth the price.",2024-04-29,18.51441851381804,73.87417752903748,Zone A,3488,₹1200+,37,72
Spice Villa,Pune,Fast Food,2.7,"It was okay, nothing special.",2023-01-09,18.540033046672264,73.86899121342036,Zone C,419,₹700-₹1200,66,21
Burger Town,Mumbai,Italian,4.5,Delicious and fresh meals every time.,2024-09-07,19.089378176266642,72.8849332567765,Zone B,2805,₹1200+,20,33
Spice Villa,Pune,Italian,5.0,"Highly recommended, worth the price.",2024-03-30,18.510480295389186,73.85028196674133,Zone A,633,₹200-₹400,24,88
Royal Biryani,Chennai,Indian,4.1,Delicious and fresh meals every time.,2023-06-11,13.066537113019884,80.28219184289831,Zone C,2006,₹700-₹1200,44,46
Spice Villa,Mumbai,Chinese,5.0,"Highly recommended, worth the price.",2023-03-15,19.0793376409618,72.88472182373548,Zone B,4149,₹1200+,55,5
Spice Villa,Bangalore,Cafe,4.4,Amazing food and great service!,2024-09-30,12.955288820877675,77.5836348082972,Zone A,375,₹700-₹1200,65,44
Pasta Point,Kolkata,Indian,2.5,"Neutral taste, ambience was normal.",2023-03-01,22.57634025314416,88.37676494830654,Zone C,4082,₹1200+,66,45
Grill House,Pune,Fast Food,4.8,"Highly recommended, worth the price.",2024-07-24,18.502517001859594,73.84200864148704,Zone B,222,₹200-₹400,31,48
Pizza Hub,Jaipur,Chinese,5.0,"Highly recommended, worth the price.",2024-08-06,26.924940982991007,75.80349642175594,Zone A,3935,₹1200+,53,63
Curry Corner,Pune,Indian,4.4,Delicious and fresh meals every time.,2023-11-24,18.512117291926646,73.86016076724728,Zone B,1342,₹700-₹1200,29,61
Sushi Bay,Delhi,Mexican,3.2,"Neutral taste, ambience was normal.",2023-04-08,28.632357538110885,77.2211741804783,Zone C,773,₹1200+,38,98
Sushi Bay,Hyderabad,Cafe,3.5,"Decent experience, could be better.",2023-09-29,17.384200184316494,78.4723452156476,Zone C,2329,₹700-₹1200,43,33
Burger Town,Delhi,Italian,3.8,"Neutral taste, ambience was normal.",2024-05-26,28.62994095846059,77.19069551637646,Zone B,4974,₹400-₹700,36,24
Spice Villa,Chennai,Indian,4.1,Fantastic taste and super friendly staff.,2023-05-05,13.068132379696385,80.2838184666816,Zone C,4282,₹700-₹1200,28,90
